is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn
1,1,6.19,20,0.0,0,12.8,0.8,0,1
1,0,1.9,21,0.0,0,7.2,0.8,0,1
0,0,2.61,0,0.0,0,0.7,0.0,0,1
1,1,0.45,20,0.0,0,0.0,0.0,0,1
1,0,0.59,0,0.01,0,0.0,0.0,7,1
1,0,0.27,17,0.0,0,0.0,0.0,0,1
1,0,6.58,20,0.99,0,91.8,9.7,0,0
1,1,3.29,16,0.0,0,46.9,2.7,0,1
0,0,5.66,23,0.0,0,70.1,4.9,0,1
1,1,1.6,22,0.0,0,0.0,0.0,0,1
1,1,3.85,28,0.0,0,87.6,4.4,0,1
1,0,1.65,21,0.0,0,0.0,0.0,0,1
1,1,6.58,39,1.92,2,191.0,17.0,0,0
0,0,1.56,24,0.0,2,0.0,0.0,0,1
1,1,3.12,0,0.0,0,1.7,0.2,4,1
0,0,1.77,21,0.0,0,1.1,0.1,0,1
1,1,6.58,25,0.25,0,42.5,4.1,0,0
1,0,6.58,24,0.0,0,0.6,0.3,0,0
1,0,6.58,20,0.83,0,69.3,3.5,0,0
1,1,6.31,16,0.0,0,24.5,1.4,0,1
1,0,7.4,24,1.23,0,29.5,1.4,0,1
0,0,3.0,0,0.0,0,5.2,1.0,7,1
1,1,6.58,10,1.36,0,73.8,4.0,0,0
0,0,2.85,53,0.0,0,97.1,10.9,0,1
0,0,2.59,22,0.0,0,14.3,0.7,0,1
1,0,0.69,22,0.0,0,0.0,0.0,0,1
0,0,4.74,21,0.0,0,32.0,5.6,0,1
0,0,6.58,21,0.0,0,3.7,0.8,2,0
0,0,4.02,19,0.0,1,17.4,1.9,3,1
1,1,1.11,0,0.0,0,0.0,0.0,1,1
1,0,3.89,26,0.0,1,27.2,1.0,0,1
1,0,5.61,33,0.0,0,14.9,1.5,0,1
1,1,2.56,18,0.0,0,301.4,10.2,0,1
1,0,0.18,17,0.0,0,0.0,0.0,0,1
1,0,2.12,0,0.0,0,6.7,0.6,7,1
1,1,6.58,10,1.18,0,8.8,0.9,0,0
1,0,6.58,18,0.0,0,56.5,9.1,0,0
1,0,2.74,21,0.0,0,11.3,1.2,0,1
0,0,3.08,0,0.0,0,3.2,0.2,5,1
1,0,3.59,19,0.0,1,4.1,0.3,0,1
1,0,6.58,12,0.87,0,73.8,5.8,0,0
1,0,1.58,21,0.0,0,0.0,0.0,0,1
1,0,5.06,81,0.0,0,43.3,2.9,0,1
1,0,2.19,19,0.0,0,0.0,0.0,0,1
1,1,3.41,18,0.0,0,13.5,0.9,0,1
1,0,6.13,22,0.0,1,55.7,2.1,0,1
0,0,2.1,23,0.0,0,14.3,1.1,0,1
1,0,1.38,0,0.0,1,0.0,0.0,6,1
0,0,0.42,0,0.0,1,0.0,0.0,1,1
0,0,4.66,26,0.0,0,37.2,1.2,0,1
1,1,7.42,10,0.44,0,24.1,3.1,0,1
1,0,3.32,17,0.0,2,16.1,1.6,0,1
0,0,3.11,18,0.0,0,0.0,0.0,0,1
0,0,2.53,18,0.0,0,2.7,0.2,0,1
1,0,2.11,0,0.0,3,0.3,0.0,0,1
0,0,0.31,18,1.66,0,0.0,0.0,0,1
0,0,6.33,24,0.0,0,78.0,7.0,0,1
1,0,1.98,0,0.0,0,0.0,0.0,0,1
0,0,2.24,50,0.0,3,87.9,17.8,0,1
1,0,2.71,15,0.0,0,28.8,4.4,0,1
0,0,0.69,61,0.0,0,0.0,0.0,0,1
1,0,6.58,21,0.15,0,68.9,3.5,0,0
1,0,1.06,13,0.0,0,0.0,0.0,0,1
0,0,6.58,25,0.24,0,80.6,7.8,0,0
1,0,2.02,22,0.0,0,10.7,0.6,0,1
1,0,1.0,20,0.0,0,0.0,0.0,2,1
1,0,0.42,19,1.55,1,0.0,0.0,0,1
0,0,0.59,0,0.04,1,0.0,0.0,4,1
1,0,1.98,35,0.0,0,24.4,1.2,0,1
1,1,6.58,16,1.8,0,5.1,0.7,0,0
0,0,0.44,22,1.53,1,0.0,0.0,0,1
1,0,1.98,71,0.0,0,0.3,0.1,0,1
0,0,1.24,0,0.0,2,0.0,0.0,6,1
0,0,1.79,20,0.0,0,6.2,0.3,0,1
0,0,0.27,0,0.0,0,0.0,0.0,0,1
1,1,6.58,21,0.44,0,104.2,7.0,0,0
0,0,0.19,0,0.0,0,0.0,0.0,3,1
1,1,6.58,19,0.53,0,123.2,8.3,0,0
1,0,6.58,21,0.79,0,31.7,1.6,0,0
1,1,1.31,0,0.0,1,0.0,0.0,1,1
1,1,2.53,23,0.0,0,14.3,0.8,0,1
1,1,7.27,0,0.0,0,0.0,0.0,0,1
1,0,6.54,22,0.0,0,87.8,8.0,0,1
1,0,4.18,32,0.0,0,19.0,1.6,0,1
1,1,7.35,14,0.6,0,30.3,1.1,0,1
1,0,1.97,21,0.0,0,1.5,0.1,0,1
1,0,3.31,21,0.0,0,4.6,0.4,0,1
1,0,2.76,0,0.0,0,2.7,0.3,6,1
0,0,1.41,21,0.0,0,0.0,0.0,0,1
0,0,3.97,19,0.0,0,1.7,0.1,0,1
1,1,3.55,16,0.0,0,5.0,0.1,0,1
1,1,3.93,24,0.0,0,3.7,0.2,0,1
1,1,2.82,13,0.0,0,1.7,0.2,0,1
0,0,0.27,19,0.0,0,0.0,0.0,0,1
1,1,6.58,15,1.31,0,135.4,5.5,0,0
0,0,0.78,21,0.0,0,0.0,0.0,0,1
0,0,1.64,20,0.0,2,0.0,0.0,0,1
1,1,6.58,20,1.63,1,23.3,1.1,0,0
1,0,2.72,28,0.0,3,45.5,5.0,0,1
0,0,1.15,21,0.0,0,0.0,0.0,0,1
0,0,2.48,18,0.0,0,1.3,0.1,0,1
1,0,1.99,72,0.0,4,157.1,10.0,0,1
1,1,6.58,18,1.94,0,100.4,6.8,0,0
1,1,6.47,22,0.0,0,15.3,0.7,0,1
1,0,0.94,0,0.0,0,0.0,0.0,5,1
1,1,6.58,17,1.66,0,107.4,17.5,0,0
0,0,6.58,20,0.0,0,30.5,1.6,0,0
1,1,6.58,21,1.72,0,9.6,1.1,0,0
1,0,2.79,24,0.0,0,16.9,2.3,0,1
1,0,3.7,10,0.0,0,0.8,0.4,2,1
1,0,5.16,32,0.0,0,98.1,5.3,0,1
1,0,1.28,19,0.0,0,0.0,0.0,0,1
1,0,2.4,21,0.0,0,8.5,0.3,0,1
1,0,5.61,25,0.0,0,1.1,0.2,0,1
0,0,0.71,24,0.0,4,0.0,0.0,0,1
0,0,3.3,24,0.0,0,36.4,2.2,0,1
0,0,1.99,0,0.0,0,0.9,0.9,3,1
1,0,5.54,25,0.0,0,7.9,0.3,0,1
0,0,6.46,33,0.0,1,80.0,2.8,0,1
1,0,5.61,13,0.0,0,39.3,1.9,0,1
1,1,6.58,15,1.08,0,88.2,5.5,0,0
1,0,2.79,23,0.0,0,29.3,3.9,0,1
1,0,0.41,21,0.1,0,0.0,0.0,0,1
1,1,6.8,24,0.0,0,6.0,0.4,0,1
1,1,6.05,1,0.0,0,10.8,0.8,4,1
0,0,0.21,15,1.76,0,0.0,0.0,0,1
1,0,0.67,22,0.01,0,0.0,0.0,0,1
1,0,3.27,16,0.0,0,57.0,5.9,0,1
1,0,6.58,22,0.93,0,17.1,2.0,0,0
1,0,1.38,23,0.0,0,0.0,0.0,0,1
1,1,1.07,18,0.0,0,1.2,0.1,0,1
1,0,2.3,0,0.0,0,3.4,0.2,6,1
1,0,1.73,17,0.0,0,0.0,0.0,0,1
1,1,4.56,20,0.0,1,79.8,8.9,0,1
1,0,5.63,20,0.0,0,13.2,2.9,0,1
1,0,0.75,20,0.0,0,0.0,0.0,0,1
1,1,4.16,24,0.0,0,27.4,2.0,0,1
0,0,6.47,13,0.0,0,0.0,0.0,0,1
1,1,6.58,18,1.76,0,4.0,0.3,0,0
1,0,2.1,22,0.0,0,3.4,0.2,0,1
1,1,2.87,23,0.0,0,0.8,0.1,0,1
1,0,5.67,25,0.0,0,15.7,0.7,0,1
0,0,5.21,17,0.0,0,77.6,6.4,0,1
1,0,0.42,0,1.55,0,0.0,0.0,5,1
0,0,1.21,23,0.0,0,0.0,0.0,0,1
1,0,1.95,0,0.0,0,1.3,0.2,7,1
1,0,3.18,22,0.0,0,17.4,2.2,0,1
0,0,5.4,28,0.0,0,30.5,0.9,0,1
1,1,1.73,17,0.0,0,0.0,0.0,0,1
1,1,6.58,17,1.82,0,35.8,1.4,0,0
1,0,3.79,29,0.0,0,16.4,1.7,0,1
1,0,6.58,22,1.03,1,38.8,5.7,0,0
1,0,0.96,23,0.0,0,0.0,0.0,0,1
1,0,0.42,15,0.0,0,0.0,0.0,0,1
1,1,6.58,22,0.04,0,80.0,7.3,0,0
1,1,1.66,18,0.0,2,0.0,0.0,0,1
0,0,2.45,21,0.0,0,9.5,0.7,0,1
1,0,0.4,14,1.58,0,0.0,0.0,0,1
1,1,1.22,0,0.0,0,0.0,0.0,6,1
1,0,3.11,23,0.0,1,5.7,0.9,0,1
1,0,6.58,21,0.1,0,1.0,0.1,0,0
1,1,6.58,25,0.05,1,36.8,2.8,0,0
0,0,0.36,38,0.0,4,0.0,0.0,0,1
0,0,0.94,19,0.0,0,0.0,0.0,0,1
1,0,2.62,18,0.0,0,13.0,1.0,0,1
1,0,2.78,23,0.0,0,39.1,10.7,0,1
0,0,3.34,7,0.0,0,1.5,3.2,0,1
1,0,1.15,21,0.0,0,0.0,0.0,0,1
1,0,1.98,0,0.0,0,3.6,0.2,7,1
1,0,2.26,22,0.0,0,30.1,1.3,0,1
1,0,6.26,20,0.0,0,63.3,8.0,0,1
1,0,1.6,15,0.0,0,0.0,0.0,0,1
1,1,6.57,19,1.9,0,67.4,4.9,0,0
1,1,6.57,10,1.13,1,87.0,5.8,0,0
0,0,1.98,21,0.0,0,8.5,0.4,0,1
1,1,3.1,10,0.0,0,41.9,3.7,0,1
1,0,2.21,0,0.0,0,2.9,0.1,6,1
0,0,2.18,23,0.0,0,1.1,0.4,0,1
1,1,7.3,25,0.0,0,92.4,5.9,0,1
0,0,3.76,21,0.0,0,16.2,0.8,0,1
1,0,4.36,32,0.0,0,16.6,2.6,0,1
0,0,2.79,23,0.0,0,4.0,0.2,0,1
1,0,6.57,24,0.0,3,63.3,10.5,0,0
1,0,6.57,12,1.75,0,95.9,11.1,0,0
0,0,2.73,21,0.0,0,11.3,1.0,0,1
1,0,3.32,23,0.0,1,20.4,1.0,0,1
1,0,2.75,13,0.0,0,14.1,0.7,0,1
0,0,1.88,20,0.0,0,14.0,0.6,0,1
0,0,3.87,13,0.0,0,1.5,0.3,0,1
1,0,0.4,18,1.58,0,0.0,0.0,0,1
1,1,6.57,14,1.57,0,19.4,1.0,0,0
0,0,2.41,0,0.0,0,2.0,0.3,6,1
0,0,2.43,24,0.0,0,6.0,0.5,0,1
0,0,1.51,22,0.0,0,0.0,0.0,0,1
1,1,6.57,10,1.29,0,54.3,2.1,0,0
1,1,6.57,15,1.28,0,217.6,73.9,0,0
1,0,2.35,23,0.0,0,54.7,5.9,0,1
1,0,2.07,0,0.0,0,3.2,0.5,5,1
1,0,2.6,0,0.0,0,1.1,0.2,3,1
0,0,2.36,23,0.0,0,18.6,0.9,0,1
0,0,0.67,22,0.0,0,0.0,0.0,0,1
1,0,5.92,33,0.0,0,39.1,1.1,0,1
1,1,6.57,45,0.25,2,239.7,13.2,0,0
1,0,2.55,18,0.0,0,9.4,0.8,0,1
1,0,2.72,21,0.0,0,0.0,0.0,0,1
1,0,5.04,24,0.0,0,6.6,1.1,0,1
1,1,6.57,22,0.04,0,133.8,6.8,0,0
1,0,6.34,20,0.0,0,130.0,10.4,0,1
1,0,0.93,19,0.0,0,0.0,0.0,0,1
1,0,6.57,17,1.97,2,23.2,2.9,0,0
1,0,1.99,0,0.0,0,0.0,0.0,0,1
1,0,2.36,21,0.0,1,11.9,0.6,0,1
0,0,2.02,0,0.0,1,2.9,0.3,7,1
1,0,0.8,0,0.01,0,0.0,0.0,5,1
1,0,2.38,16,0.0,0,0.3,0.0,0,1
1,1,6.57,21,0.19,0,33.6,3.1,0,0
1,0,1.26,22,0.0,0,0.0,0.0,0,1
1,0,5.39,16,0.0,0,72.3,2.9,0,1
1,0,0.49,5,0.02,0,0.0,0.0,0,1
1,1,6.57,10,1.28,0,49.6,4.8,0,0
1,0,0.6,23,0.0,0,0.0,0.0,0,1
0,0,1.98,21,0.0,0,18.6,1.5,0,1
0,0,0.15,8,0.0,0,0.0,0.0,0,1
1,0,2.98,12,0.0,0,12.4,0.7,0,1
1,0,1.98,50,0.0,0,20.3,1.0,0,1
1,1,3.36,24,0.0,0,7.5,0.7,0,1
1,0,5.1,26,0.0,2,48.5,2.6,0,1
1,1,6.57,12,0.13,0,8.7,1.2,0,0
1,1,1.9,22,0.0,0,0.6,0.0,0,1
1,1,2.7,0,0.0,0,0.5,0.1,1,1
1,1,6.57,22,1.86,0,29.7,2.2,0,0
1,1,6.57,15,1.27,0,86.9,8.0,0,0
1,1,6.57,21,0.1,0,58.7,7.5,0,0
1,1,6.57,19,1.94,0,74.2,7.4,0,0
0,0,2.19,24,0.0,1,23.7,1.4,0,1
0,0,2.22,24,0.0,0,9.5,0.3,0,1
1,0,6.57,22,1.3,0,18.7,5.7,0,0
1,1,6.74,9,0.07,2,29.9,4.0,0,1
1,1,1.78,0,0.0,0,1.7,0.1,7,1
1,0,6.57,22,0.05,2,35.2,2.6,0,0
0,0,1.27,66,0.0,1,0.0,0.0,0,1
1,1,1.18,19,0.0,0,0.0,0.0,0,1
1,1,2.05,21,0.0,0,17.9,3.6,0,1
0,0,3.38,20,0.0,0,14.5,1.4,0,1
0,0,1.13,20,0.0,0,0.0,0.0,0,1
1,0,0.77,13,0.0,0,0.0,0.0,0,1
1,1,2.09,0,0.0,0,40.1,7.6,3,1
0,0,2.0,18,0.0,0,0.0,0.0,0,1
1,1,6.57,20,1.9,0,47.2,8.1,0,0
0,0,3.04,24,0.0,0,15.4,1.0,0,1
0,0,1.16,22,0.0,1,0.0,0.0,0,1
1,1,6.57,10,1.08,6,88.7,8.6,0,0
1,1,1.64,25,0.0,0,0.0,0.0,0,1
1,1,6.56,22,1.96,0,9.4,0.6,0,0
1,0,1.98,21,0.0,1,4.9,0.5,0,1
1,1,6.56,21,0.46,0,75.5,4.1,0,0
0,0,0.77,23,0.0,0,0.0,0.0,0,1
0,0,0.83,24,0.0,4,0.0,0.0,0,1
1,0,2.42,19,0.0,0,8.0,0.4,0,1
1,0,6.77,17,0.0,0,14.4,1.9,0,1
1,1,2.71,20,0.0,0,1.8,0.1,0,1
0,0,2.09,20,0.0,0,0.0,0.0,0,1
1,0,6.56,49,1.66,1,215.1,20.9,0,0
1,1,6.56,28,1.14,1,239.6,17.5,0,0
1,0,1.03,19,0.0,0,0.0,0.0,0,1
0,0,1.15,26,0.0,0,0.0,0.0,4,1
1,0,6.56,22,1.06,0,11.5,0.9,0,0
1,1,6.56,18,1.82,0,107.1,4.9,0,0
1,1,6.56,21,0.34,0,17.3,1.0,0,0
1,0,1.98,21,0.0,1,0.3,0.0,0,1
1,0,0.25,17,1.73,1,0.0,0.0,0,1
1,0,5.85,22,0.0,0,26.1,1.1,0,1
1,1,6.56,12,0.51,0,80.2,5.4,0,0
0,0,3.13,0,0.0,0,4.3,0.7,6,1
1,0,2.01,0,0.0,1,0.1,0.0,1,1
0,0,0.2,14,1.78,0,0.0,0.0,2,1
1,1,0.91,22,0.0,0,0.0,0.0,0,1
1,0,2.59,22,0.0,0,3.0,0.2,0,1
1,0,1.78,23,0.0,5,22.7,14.2,0,1
1,0,6.56,22,0.04,1,35.2,3.7,0,0
1,0,3.23,10,0.0,0,7.7,0.5,6,1
1,1,3.65,10,0.0,0,2.5,0.2,6,1
0,0,2.21,23,0.0,0,8.9,1.6,1,1
1,0,1.98,21,0.0,0,0.0,0.0,0,1
1,1,6.56,24,1.18,1,39.3,6.2,0,0
0,0,2.17,22,0.0,0,20.5,3.4,0,1
1,0,2.09,20,0.0,0,0.0,0.0,0,1
0,0,2.02,0,0.0,0,0.0,0.0,0,1
1,0,3.48,21,0.0,1,8.6,0.5,0,1
1,1,2.44,0,0.0,0,0.6,0.0,1,1
1,0,6.56,20,1.65,0,88.7,11.8,0,0
0,0,0.85,8,0.0,0,0.0,0.0,0,1
1,1,6.56,15,1.16,0,68.0,1.9,0,0
1,0,2.59,20,0.0,0,5.7,0.8,0,1
1,0,6.56,21,0.26,0,51.6,12.1,0,0
1,0,3.56,17,0.0,0,1.8,0.1,0,1
1,0,2.42,0,0.0,0,0.1,0.0,0,1
1,0,4.36,10,0.0,0,0.0,0.0,0,1
0,0,1.76,22,0.0,0,3.8,0.2,0,1
0,0,2.0,18,0.0,0,0.0,0.0,0,1
1,1,4.37,7,0.0,0,0.0,0.0,0,1
1,0,6.56,21,0.24,0,15.1,2.0,0,0
0,0,1.67,22,0.0,0,0.0,0.0,0,1
1,0,6.56,22,0.88,1,46.2,7.7,0,0
1,1,1.84,19,0.0,0,0.0,0.0,0,1
1,0,3.01,0,0.0,0,0.4,0.0,1,1
0,0,2.07,24,0.0,0,11.0,1.3,0,1
1,1,6.56,10,1.42,0,35.6,3.3,0,0
0,0,2.4,36,0.0,3,118.7,11.2,0,1
1,0,1.17,17,0.0,0,0.0,0.0,0,1
0,0,2.33,22,0.0,0,40.1,12.8,0,1
1,0,0.24,0,0.0,3,0.0,0.0,0,1
1,1,2.51,23,0.0,0,24.0,1.3,0,1
0,0,1.98,21,0.0,0,0.0,0.0,0,1
0,0,3.91,23,0.0,0,0.0,0.0,0,1
1,0,5.03,18,0.0,0,60.9,2.4,0,1
1,0,1.89,21,0.0,0,9.8,1.1,0,1
1,1,6.56,21,1.69,1,16.3,6.1,0,0
1,1,6.56,22,0.03,0,17.3,2.1,0,0
0,0,4.39,20,0.0,0,11.5,2.7,0,1
1,1,2.63,21,0.0,0,9.1,0.8,0,1
1,1,7.42,17,1.19,0,52.6,1.9,0,1
1,0,3.02,39,0.0,2,48.0,3.4,0,1
1,1,4.18,32,0.0,1,89.8,4.6,0,1
1,1,6.56,30,1.4,0,15.0,1.0,0,0
0,0,1.3,21,0.0,0,0.0,0.0,0,1
1,0,2.62,20,0.0,0,58.9,6.5,0,1
1,0,2.45,20,0.0,0,7.0,1.1,0,1
1,1,6.56,10,1.27,0,61.9,5.3,0,0
1,0,6.56,21,1.93,0,36.8,4.0,0,0
1,0,0.76,0,0.0,0,0.0,0.0,6,1
1,1,6.56,15,1.4,0,109.2,8.0,0,0
1,0,2.52,19,0.0,0,9.7,1.3,0,1
1,0,3.67,25,0.0,0,51.4,6.2,0,1
0,0,1.99,13,0.0,0,0.0,0.0,0,1
0,0,0.47,19,0.01,0,0.0,0.0,0,1
0,0,0.4,21,0.0,0,0.0,0.0,0,1
1,1,6.18,19,0.0,0,12.3,0.7,0,1
1,0,2.94,55,0.0,0,17.8,1.7,0,1
0,0,1.84,18,0.0,0,0.0,0.0,0,1
0,0,2.86,23,0.0,0,5.3,0.5,0,1
1,0,2.04,21,0.0,0,14.0,0.9,0,1
1,0,6.56,22,0.99,0,31.4,1.1,0,0
1,0,7.25,22,1.17,0,52.8,4.7,0,1
0,0,1.99,22,0.0,0,10.1,1.4,0,1
1,1,2.51,20,0.0,0,12.9,1.1,0,1
1,0,3.22,24,0.0,0,47.3,3.2,6,1
1,0,2.94,0,0.0,0,1.7,0.2,5,1
1,0,4.15,13,0.0,0,1.5,0.2,1,1
1,1,6.56,21,0.29,0,32.4,3.5,0,0
1,0,3.41,10,0.0,0,5.4,0.4,7,1
1,0,2.05,0,0.0,0,0.8,0.1,1,1
0,0,4.05,10,0.0,0,4.2,2.5,5,1
0,0,0.65,22,0.04,0,0.0,0.0,0,1
1,0,0.67,19,0.0,2,0.0,0.0,0,1
1,1,6.56,18,0.0,0,9.2,4.7,0,0
0,0,2.1,20,0.0,0,4.8,0.5,0,1
1,1,3.9,34,0.0,0,25.0,1.0,0,1
0,0,3.36,20,0.0,0,11.1,0.9,0,1
1,1,6.56,20,1.51,0,77.5,4.0,0,0
1,1,2.01,23,0.0,0,17.2,1.0,0,1
1,1,6.56,16,1.97,0,22.3,1.1,0,0
1,0,0.99,53,0.0,4,0.0,0.0,0,1
1,0,6.56,22,0.73,0,1.5,0.1,0,0
1,1,2.53,20,0.0,0,1.5,0.7,0,1
1,0,6.56,17,1.8,0,64.7,4.9,0,0
0,0,2.16,48,0.0,1,106.7,4.9,0,1
0,0,0.54,19,0.03,0,0.0,0.0,0,1
1,0,3.02,0,0.0,0,2.6,0.4,6,1
1,1,1.48,22,0.0,1,0.0,0.0,0,1
1,0,2.63,20,0.0,0,8.5,1.9,0,1
0,0,2.45,16,0.0,0,14.7,0.7,0,1
1,1,2.5,0,0.0,0,4.5,0.3,7,1
1,0,2.04,24,0.0,0,1.6,0.1,0,1
1,0,2.38,10,0.0,0,6.6,1.2,0,1
0,0,2.15,22,0.0,0,42.6,3.3,0,1
0,0,1.98,21,0.0,5,13.8,6.7,0,1
1,0,3.82,25,0.0,0,19.1,1.0,0,1
1,1,1.91,19,0.0,0,0.0,0.0,0,1
1,0,3.23,24,0.0,1,7.9,0.5,0,1
0,0,1.23,0,0.0,0,0.0,0.0,3,1
1,1,6.56,21,0.42,0,30.8,2.9,0,0
0,0,2.22,0,0.0,0,0.0,0.0,0,1
1,0,2.37,21,0.0,0,11.5,0.5,0,1
1,1,1.58,22,0.0,0,0.0,0.0,0,1
1,0,1.98,37,0.0,0,18.0,0.8,0,1
0,0,2.53,21,0.0,0,15.4,1.1,0,1
1,0,2.52,0,0.0,0,0.2,0.1,0,1
0,0,1.91,18,0.0,0,0.0,0.0,0,1
1,0,1.98,0,0.0,0,4.7,0.3,7,1
0,0,0.57,14,0.01,0,0.0,0.0,0,1
1,0,1.2,34,0.0,0,0.0,0.0,0,1
1,0,0.95,20,0.01,0,0.0,0.0,0,1
1,1,0.93,23,0.0,4,0.0,0.0,0,1
1,0,0.57,0,0.0,0,0.0,0.0,0,1
1,1,2.24,0,0.0,1,2.6,0.3,4,1
1,0,6.55,21,0.32,0,58.2,2.5,0,0
1,0,4.44,21,0.0,0,26.7,1.3,0,1
1,0,6.55,21,0.86,0,44.6,1.7,0,0
1,0,0.61,22,0.0,1,0.0,0.0,0,1
1,0,6.55,21,0.0,0,109.8,17.7,0,0
1,0,6.65,22,0.0,0,6.3,0.5,0,1
1,1,1.99,0,0.0,0,5.1,0.5,7,1
0,0,2.09,56,0.0,1,33.8,3.1,0,1
1,0,1.22,10,0.0,0,0.0,0.0,0,1
1,0,2.26,0,0.0,0,3.9,0.3,7,1
0,0,2.01,0,0.0,0,0.2,0.0,0,1
1,1,2.32,0,0.0,0,0.8,0.4,2,1
1,0,4.2,22,0.0,0,22.5,1.0,0,1
0,0,2.97,22,0.0,0,10.9,1.1,0,1
1,0,0.45,7,0.0,0,0.0,0.0,0,1
0,0,2.35,23,0.0,0,1.1,0.4,0,1
0,0,6.55,29,1.89,0,201.4,7.4,0,0
1,1,3.22,23,0.0,0,6.2,0.6,0,1
1,1,3.95,24,0.0,0,0.5,0.0,0,1
1,1,6.55,24,0.9,0,75.8,2.7,0,0
1,0,0.67,24,0.01,0,0.0,0.0,0,1
1,0,1.98,22,0.0,0,9.7,1.0,0,1
1,1,1.98,18,0.0,0,2.2,0.1,0,1
0,0,0.46,0,0.03,0,0.0,0.0,5,1
1,0,6.55,12,0.0,0,4.5,0.3,5,0
1,0,6.55,21,0.4,0,32.7,2.3,0,0
1,0,1.68,23,0.0,1,0.0,0.0,0,1
1,1,0.66,21,0.0,0,0.0,0.0,0,1
0,0,1.57,22,0.0,0,0.0,0.0,0,1
1,0,3.61,24,0.0,3,75.1,8.1,0,1
0,0,0.43,20,0.0,2,0.0,0.0,0,1
1,0,6.55,21,0.36,1,57.5,4.8,0,0
0,0,3.31,10,0.0,0,2.1,0.2,7,1
1,1,1.59,23,0.0,0,0.0,0.0,0,1
1,0,4.06,24,0.0,0,1.0,0.1,0,1
1,1,6.37,18,0.0,0,117.7,6.3,0,1
1,1,6.09,14,0.0,1,43.6,7.6,0,1
0,0,2.54,0,0.0,0,3.5,0.3,6,1
1,0,0.39,18,1.58,1,0.0,0.0,0,1
1,1,3.15,0,0.0,0,8.7,0.6,5,1
0,0,0.9,0,0.02,0,0.0,0.0,6,1
1,0,4.35,18,0.0,0,16.5,5.6,0,1
1,1,0.81,22,0.0,1,0.0,0.0,0,1
1,1,3.13,14,0.0,1,27.4,2.3,0,1
1,0,2.17,23,0.0,0,15.5,1.3,0,1
1,0,2.49,22,0.0,0,38.4,3.0,0,1
1,1,6.53,26,0.0,0,34.8,2.8,0,1
0,0,1.08,18,0.0,3,0.0,0.0,0,1
0,0,0.52,20,0.0,3,0.0,0.0,0,1
0,0,0.85,24,0.0,0,0.0,0.0,0,1
0,0,0.43,20,0.0,2,0.0,0.0,0,1
0,0,0.91,0,0.0,0,0.0,0.0,1,1
0,0,0.22,15,1.75,0,0.0,0.0,0,1
1,0,4.74,19,0.0,0,28.7,1.2,0,1
1,0,3.32,24,0.0,0,3.7,0.4,0,1
1,0,2.03,16,0.0,2,20.0,1.6,3,1
1,0,0.44,0,0.01,0,0.0,0.0,4,1
1,0,6.96,8,0.0,1,38.2,1.4,0,1
1,1,6.55,21,0.46,0,65.0,4.6,0,0
1,1,2.9,28,0.0,0,7.6,0.2,0,1
1,1,2.12,21,0.0,0,4.3,0.5,0,1
1,1,6.55,28,0.3,0,52.2,9.0,0,0
0,0,2.55,24,0.0,1,4.0,0.9,0,1
0,0,2.23,42,0.0,0,1.7,0.2,0,1
1,0,1.22,22,0.0,0,0.0,0.0,0,1
1,0,1.06,21,0.0,0,0.0,0.0,0,1
1,0,6.55,22,0.04,0,13.0,3.6,0,0
1,1,2.36,21,0.0,0,2.8,0.2,0,1
1,1,6.55,26,0.51,0,105.7,10.2,0,0
1,0,6.55,38,0.93,0,98.5,5.5,0,0
1,0,1.98,22,0.0,0,0.0,0.0,0,1
1,0,2.98,22,0.0,1,11.6,1.4,0,1
0,0,2.27,20,0.0,0,20.3,1.5,0,1
1,0,1.98,0,0.0,0,2.3,0.2,6,1
1,0,4.61,43,0.0,0,161.1,129.6,0,1
1,0,6.55,17,1.67,0,5.7,0.6,0,0
0,0,1.45,20,0.0,0,0.0,0.0,0,1
1,0,6.55,12,0.0,0,11.0,1.2,6,0
1,0,1.21,21,0.0,2,0.0,0.0,0,1
0,0,2.46,21,0.0,0,9.0,0.5,0,1
1,0,3.58,40,0.0,0,8.7,0.3,0,1
1,1,6.55,15,1.51,1,44.9,6.2,0,0
1,0,1.31,22,0.0,0,0.0,0.0,0,1
1,0,4.38,30,0.0,1,18.0,1.5,0,1
1,0,2.04,21,0.0,0,9.8,0.8,0,1
1,0,0.82,24,0.02,1,0.0,0.0,2,1
1,0,5.84,22,0.0,0,18.0,0.7,0,1
0,0,4.08,24,0.0,0,55.0,2.2,0,1
0,0,1.97,22,0.0,2,11.1,0.7,0,1
0,0,1.52,18,0.0,0,0.0,0.0,0,1
1,0,5.08,25,0.0,0,64.4,8.2,0,1
0,0,0.25,17,1.72,2,0.0,0.0,0,1
1,1,1.13,36,0.0,5,0.0,0.0,0,1
1,0,3.02,0,0.0,0,7.5,0.6,2,1
1,0,2.57,0,0.0,0,3.6,0.3,6,1
1,0,6.54,18,1.66,0,12.7,1.4,0,0
0,0,0.47,0,0.0,1,0.0,0.0,4,1
0,0,1.53,21,0.0,1,0.0,0.0,0,1
1,1,7.07,20,0.0,0,54.1,1.6,0,1
0,0,2.21,21,0.0,0,13.5,0.8,3,1
1,0,2.42,23,0.0,3,9.8,0.5,0,1
